REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/11/01 19:00:00,1145.87,74.35,TRADE
TAS1,2020/11/01 19:30:00,1146.45,57.07,TRADE
TAS1,2020/11/01 20:00:00,1126.07,53.15,TRADE
TAS1,2020/11/01 20:30:00,1081.29,163.84,TRADE
TAS1,2020/11/01 21:00:00,1067.04,50.34,TRADE
TAS1,2020/11/01 21:30:00,1057.04,49.64,TRADE
TAS1,2020/11/01 22:00:00,1031.42,45.21,TRADE
TAS1,2020/11/01 22:30:00,1006.65,48.34,TRADE
TAS1,2020/11/01 23:00:00,984.64,49.23,TRADE
TAS1,2020/11/01 23:30:00,990.17,51.64,TRADE
TAS1,2020/11/02 00:00:00,983.81,54.87,TRADE
TAS1,2020/11/02 00:30:00,968.65,50.51,TRADE
TAS1,2020/11/02 01:00:00,962.66,52.46,TRADE
TAS1,2020/11/02 01:30:00,939.18,50.34,TRADE
TAS1,2020/11/02 02:00:00,944.01,50.16,TRADE
TAS1,2020/11/02 02:30:00,937.16,50.55,TRADE
TAS1,2020/11/02 03:00:00,914.97,48.65,TRADE
TAS1,2020/11/02 03:30:00,935.49,50.18,TRADE
TAS1,2020/11/02 04:00:00,942.87,50.46,TRADE
TAS1,2020/11/02 04:30:00,961.93,53.46,TRADE
TAS1,2020/11/02 05:00:00,998.47,50.34,TRADE
TAS1,2020/11/02 05:30:00,1018.28,51.26,TRADE
TAS1,2020/11/02 06:00:00,1042.18,35.39,TRADE
TAS1,2020/11/02 06:30:00,1063.1,37,TRADE
TAS1,2020/11/02 07:00:00,1088.23,35.80,TRADE
TAS1,2020/11/02 07:30:00,1095.78,40.27,TRADE
TAS1,2020/11/02 08:00:00,1081.78,58.38,TRADE
TAS1,2020/11/02 08:30:00,1056.41,50.42,TRADE
TAS1,2020/11/02 09:00:00,1030.59,63.65,TRADE
TAS1,2020/11/02 09:30:00,990.58,58.36,TRADE
TAS1,2020/11/02 10:00:00,985.19,71.77,TRADE
TAS1,2020/11/02 10:30:00,971.03,86.40,TRADE
TAS1,2020/11/02 11:00:00,954.81,65.78,TRADE
TAS1,2020/11/02 11:30:00,923.75,50.98,TRADE
TAS1,2020/11/02 12:00:00,901.68,50.83,TRADE
TAS1,2020/11/02 12:30:00,879.1,50.34,TRADE
TAS1,2020/11/02 13:00:00,866.68,50.34,TRADE
TAS1,2020/11/02 13:30:00,885.77,50.34,TRADE
TAS1,2020/11/02 14:00:00,881.06,50.34,TRADE
TAS1,2020/11/02 14:30:00,892.84,50.34,TRADE
TAS1,2020/11/02 15:00:00,902.39,50.36,TRADE
TAS1,2020/11/02 15:30:00,934.97,51.49,TRADE
TAS1,2020/11/02 16:00:00,957.02,55.52,TRADE
TAS1,2020/11/02 16:30:00,979.79,30.36,TRADE
TAS1,2020/11/02 17:00:00,1067.83,61.16,TRADE
TAS1,2020/11/02 17:30:00,1115.07,63.36,TRADE
TAS1,2020/11/02 18:00:00,1119.28,35.72,TRADE
TAS1,2020/11/02 18:30:00,1124.19,15.25,TRADE
TAS1,2020/11/02 19:00:00,1098.43,6.65,TRADE
TAS1,2020/11/02 19:30:00,1126.8,12.95,TRADE
TAS1,2020/11/02 20:00:00,1104.65,23.75,TRADE
TAS1,2020/11/02 20:30:00,1060.89,109.06,TRADE
TAS1,2020/11/02 21:00:00,1015.33,95.94,TRADE
TAS1,2020/11/02 21:30:00,983.49,28.43,TRADE
TAS1,2020/11/02 22:00:00,963.76,29.81,TRADE
TAS1,2020/11/02 22:30:00,946.65,38.03,TRADE
TAS1,2020/11/02 23:00:00,907.92,31.20,TRADE
TAS1,2020/11/02 23:30:00,916.4,26.23,TRADE
TAS1,2020/11/03 00:00:00,915.22,37.15,TRADE
TAS1,2020/11/03 00:30:00,894.61,34.33,TRADE
TAS1,2020/11/03 01:00:00,853.23,41.48,TRADE
TAS1,2020/11/03 01:30:00,853.84,37.52,TRADE
TAS1,2020/11/03 02:00:00,880.19,39.03,TRADE
TAS1,2020/11/03 02:30:00,880.13,45.94,TRADE
TAS1,2020/11/03 03:00:00,883.59,32.26,TRADE
TAS1,2020/11/03 03:30:00,887.59,49.07,TRADE
TAS1,2020/11/03 04:00:00,888.79,50.34,TRADE
TAS1,2020/11/03 04:30:00,892.88,49.52,TRADE
TAS1,2020/11/03 05:00:00,934.73,50.36,TRADE
TAS1,2020/11/03 05:30:00,1000.6,49.75,TRADE
TAS1,2020/11/03 06:00:00,1057.94,48.15,TRADE
TAS1,2020/11/03 06:30:00,1116.77,20.81,TRADE
TAS1,2020/11/03 07:00:00,1113.37,15.95,TRADE
TAS1,2020/11/03 07:30:00,1092.42,50.34,TRADE
TAS1,2020/11/03 08:00:00,1050.92,51.32,TRADE
TAS1,2020/11/03 08:30:00,1030.3,50.40,TRADE
TAS1,2020/11/03 09:00:00,991.65,51.12,TRADE
TAS1,2020/11/03 09:30:00,967.71,50.34,TRADE
TAS1,2020/11/03 10:00:00,945.51,50.34,TRADE
TAS1,2020/11/03 10:30:00,946.96,50.34,TRADE
TAS1,2020/11/03 11:00:00,954.26,50.34,TRADE
TAS1,2020/11/03 11:30:00,958.01,50.34,TRADE
TAS1,2020/11/03 12:00:00,944.86,48.44,TRADE
TAS1,2020/11/03 12:30:00,953.48,50.34,TRADE
TAS1,2020/11/03 13:00:00,953.84,50.34,TRADE
TAS1,2020/11/03 13:30:00,965.41,50.34,TRADE
TAS1,2020/11/03 14:00:00,968.45,49.45,TRADE
TAS1,2020/11/03 14:30:00,942.84,50.13,TRADE
TAS1,2020/11/03 15:00:00,1009.76,50.34,TRADE
TAS1,2020/11/03 15:30:00,1022.12,50.34,TRADE
TAS1,2020/11/03 16:00:00,1041.01,111.93,TRADE
TAS1,2020/11/03 16:30:00,1088.92,44.08,TRADE
TAS1,2020/11/03 17:00:00,1121.46,61.01,TRADE
TAS1,2020/11/03 17:30:00,1121.08,79.85,TRADE
TAS1,2020/11/03 18:00:00,1139.94,101,TRADE
TAS1,2020/11/03 18:30:00,1149.05,41.90,TRADE
TAS1,2020/11/03 19:00:00,1135.19,15.26,TRADE
TAS1,2020/11/03 19:30:00,1129.43,12.66,TRADE
TAS1,2020/11/03 20:00:00,1102.21,58.29,TRADE
TAS1,2020/11/03 20:30:00,1071.66,80.45,TRADE
TAS1,2020/11/03 21:00:00,1046.58,45.55,TRADE
TAS1,2020/11/03 21:30:00,1047.03,47.86,TRADE
TAS1,2020/11/03 22:00:00,1033.41,43.94,TRADE
TAS1,2020/11/03 22:30:00,1025.28,48.76,TRADE
TAS1,2020/11/03 23:00:00,962.31,48.65,TRADE
TAS1,2020/11/03 23:30:00,975.2,50.43,TRADE
TAS1,2020/11/04 00:00:00,964.58,50.89,TRADE
TAS1,2020/11/04 00:30:00,967.77,50.34,TRADE
TAS1,2020/11/04 01:00:00,958.6,50.34,TRADE
TAS1,2020/11/04 01:30:00,954.72,50.34,TRADE
TAS1,2020/11/04 02:00:00,925.05,47.21,TRADE
TAS1,2020/11/04 02:30:00,915.15,47.80,TRADE
TAS1,2020/11/04 03:00:00,894.45,42.75,TRADE
TAS1,2020/11/04 03:30:00,880.4,40.52,TRADE
TAS1,2020/11/04 04:00:00,915.73,46.42,TRADE
TAS1,2020/11/04 04:30:00,914.9,49.41,TRADE
TAS1,2020/11/04 05:00:00,936.41,43.43,TRADE
TAS1,2020/11/04 05:30:00,1010.6,54.44,TRADE
TAS1,2020/11/04 06:00:00,1102.8,119.77,TRADE
TAS1,2020/11/04 06:30:00,1130.6,56.79,TRADE
TAS1,2020/11/04 07:00:00,1149.76,61.42,TRADE
TAS1,2020/11/04 07:30:00,1153,60.94,TRADE
TAS1,2020/11/04 08:00:00,1153.54,58.33,TRADE
TAS1,2020/11/04 08:30:00,1128.28,51.57,TRADE
TAS1,2020/11/04 09:00:00,1110.8,114.74,TRADE
TAS1,2020/11/04 09:30:00,1049.65,114.53,TRADE
TAS1,2020/11/04 10:00:00,1039.38,52.86,TRADE
TAS1,2020/11/04 10:30:00,1016.64,141.86,TRADE
TAS1,2020/11/04 11:00:00,999.56,244.86,TRADE
TAS1,2020/11/04 11:30:00,986.8,82.58,TRADE
TAS1,2020/11/04 12:00:00,966.76,102.52,TRADE
TAS1,2020/11/04 12:30:00,950.29,86.08,TRADE
TAS1,2020/11/04 13:00:00,944.28,49.32,TRADE
TAS1,2020/11/04 13:30:00,929.04,59.39,TRADE
TAS1,2020/11/04 14:00:00,939.42,38.09,TRADE
TAS1,2020/11/04 14:30:00,969.68,52.15,TRADE
TAS1,2020/11/04 15:00:00,965.29,40.26,TRADE
TAS1,2020/11/04 15:30:00,950.46,34.07,TRADE
TAS1,2020/11/04 16:00:00,944.48,37.15,TRADE
TAS1,2020/11/04 16:30:00,1009.27,56.38,TRADE
TAS1,2020/11/04 17:00:00,1035.79,50.32,TRADE
TAS1,2020/11/04 17:30:00,1050.33,50.32,TRADE
TAS1,2020/11/04 18:00:00,1062.99,50.32,TRADE
TAS1,2020/11/04 18:30:00,1055.88,48.25,TRADE
TAS1,2020/11/04 19:00:00,1060.69,50.40,TRADE
TAS1,2020/11/04 19:30:00,1036.74,50.32,TRADE
TAS1,2020/11/04 20:00:00,1054.58,50.32,TRADE
TAS1,2020/11/04 20:30:00,1027.94,68.38,TRADE
TAS1,2020/11/04 21:00:00,999.57,62.47,TRADE
TAS1,2020/11/04 21:30:00,961.26,61.11,TRADE
TAS1,2020/11/04 22:00:00,958.46,54.20,TRADE
TAS1,2020/11/04 22:30:00,953.53,52.18,TRADE
TAS1,2020/11/04 23:00:00,927.71,49.39,TRADE
TAS1,2020/11/04 23:30:00,941.14,50.32,TRADE
TAS1,2020/11/05 00:00:00,936.75,46.76,TRADE
TAS1,2020/11/05 00:30:00,913.66,48.98,TRADE
TAS1,2020/11/05 01:00:00,883.61,43.50,TRADE
TAS1,2020/11/05 01:30:00,903.32,39.85,TRADE
TAS1,2020/11/05 02:00:00,914.33,38.46,TRADE
TAS1,2020/11/05 02:30:00,933.62,34.81,TRADE
TAS1,2020/11/05 03:00:00,930.8,50.32,TRADE
TAS1,2020/11/05 03:30:00,931.81,50.32,TRADE
TAS1,2020/11/05 04:00:00,941.61,50.32,TRADE
TAS1,2020/11/05 04:30:00,981.16,50.93,TRADE
TAS1,2020/11/05 05:00:00,1013.15,50.60,TRADE
TAS1,2020/11/05 05:30:00,1065.91,62.85,TRADE
TAS1,2020/11/05 06:00:00,1117.41,46.69,TRADE
TAS1,2020/11/05 06:30:00,1145.82,52.90,TRADE
TAS1,2020/11/05 07:00:00,1185.05,65.57,TRADE
TAS1,2020/11/05 07:30:00,1151.8,51.23,TRADE
TAS1,2020/11/05 08:00:00,1123.05,50.32,TRADE
TAS1,2020/11/05 08:30:00,1101.6,50.33,TRADE
TAS1,2020/11/05 09:00:00,1066.2,49.58,TRADE
TAS1,2020/11/05 09:30:00,1046.94,50.34,TRADE
TAS1,2020/11/05 10:00:00,1019.7,50.34,TRADE
TAS1,2020/11/05 10:30:00,1000.49,50.58,TRADE
TAS1,2020/11/05 11:00:00,1002.98,45.07,TRADE
TAS1,2020/11/05 11:30:00,1025.86,51.59,TRADE
TAS1,2020/11/05 12:00:00,1010.37,55.78,TRADE
TAS1,2020/11/05 12:30:00,1001.55,54.58,TRADE
TAS1,2020/11/05 13:00:00,989.02,52.02,TRADE
TAS1,2020/11/05 13:30:00,883.76,50.32,TRADE
TAS1,2020/11/05 14:00:00,950.11,50.32,TRADE
TAS1,2020/11/05 14:30:00,970.92,50.32,TRADE
TAS1,2020/11/05 15:00:00,973.91,50.32,TRADE
TAS1,2020/11/05 15:30:00,1003.29,51.11,TRADE
TAS1,2020/11/05 16:00:00,1055.31,50.33,TRADE
TAS1,2020/11/05 16:30:00,1098.56,58.16,TRADE
TAS1,2020/11/05 17:00:00,1126.83,49.02,TRADE
TAS1,2020/11/05 17:30:00,1167.91,65.90,TRADE
TAS1,2020/11/05 18:00:00,1181.85,113.89,TRADE
TAS1,2020/11/05 18:30:00,1216.74,60.97,TRADE
TAS1,2020/11/05 19:00:00,1198.54,83.28,TRADE
TAS1,2020/11/05 19:30:00,1199.88,47.53,TRADE
TAS1,2020/11/05 20:00:00,1199.97,37.51,TRADE
TAS1,2020/11/05 20:30:00,1183.51,89.41,TRADE
TAS1,2020/11/05 21:00:00,1156.24,63.47,TRADE
TAS1,2020/11/05 21:30:00,1121.49,60.89,TRADE
TAS1,2020/11/05 22:00:00,1085.39,56.20,TRADE
TAS1,2020/11/05 22:30:00,1070.17,60.26,TRADE
TAS1,2020/11/05 23:00:00,1030.52,55.58,TRADE
TAS1,2020/11/05 23:30:00,1029.85,58.83,TRADE
TAS1,2020/11/06 00:00:00,1015.3,52.05,TRADE
TAS1,2020/11/06 00:30:00,1013.37,47.10,TRADE
TAS1,2020/11/06 01:00:00,1003.16,46.82,TRADE
TAS1,2020/11/06 01:30:00,996.91,49.42,TRADE
TAS1,2020/11/06 02:00:00,986.57,54.20,TRADE
TAS1,2020/11/06 02:30:00,981.11,52.43,TRADE
TAS1,2020/11/06 03:00:00,987.71,59.65,TRADE
TAS1,2020/11/06 03:30:00,971.78,54.54,TRADE
TAS1,2020/11/06 04:00:00,990.29,63.39,TRADE
TAS1,2020/11/06 04:30:00,1011.03,57.34,TRADE
TAS1,2020/11/06 05:00:00,1054.3,57.06,TRADE
TAS1,2020/11/06 05:30:00,1099.22,56.78,TRADE
TAS1,2020/11/06 06:00:00,1139.31,50.33,TRADE
TAS1,2020/11/06 06:30:00,1208.44,82.80,TRADE
TAS1,2020/11/06 07:00:00,1235.6,60.67,TRADE
TAS1,2020/11/06 07:30:00,1219.55,38.29,TRADE
TAS1,2020/11/06 08:00:00,1174.72,51.13,TRADE
TAS1,2020/11/06 08:30:00,1140.9,48.11,TRADE
TAS1,2020/11/06 09:00:00,1089.73,109.84,TRADE
TAS1,2020/11/06 09:30:00,1098.56,55.18,TRADE
TAS1,2020/11/06 10:00:00,1097.67,94.70,TRADE
TAS1,2020/11/06 10:30:00,1080.5,43.99,TRADE
TAS1,2020/11/06 11:00:00,1050.35,38.28,TRADE
TAS1,2020/11/06 11:30:00,1033.98,48.22,TRADE
TAS1,2020/11/06 12:00:00,1027.85,50.34,TRADE
TAS1,2020/11/06 12:30:00,1036.93,43.89,TRADE
TAS1,2020/11/06 13:00:00,1029.48,43.38,TRADE
TAS1,2020/11/06 13:30:00,1022.2,43.39,TRADE
TAS1,2020/11/06 14:00:00,1034.66,42.81,TRADE
TAS1,2020/11/06 14:30:00,1029.74,41.31,TRADE
TAS1,2020/11/06 15:00:00,1037.03,42.44,TRADE
TAS1,2020/11/06 15:30:00,1043.98,49.04,TRADE
TAS1,2020/11/06 16:00:00,1057.63,38.57,TRADE
TAS1,2020/11/06 16:30:00,1081.51,45.32,TRADE
TAS1,2020/11/06 17:00:00,1123.59,41.50,TRADE
TAS1,2020/11/06 17:30:00,1144.77,20.10,TRADE
TAS1,2020/11/06 18:00:00,1170.35,61.03,TRADE
TAS1,2020/11/06 18:30:00,1186.15,66.54,TRADE
TAS1,2020/11/06 19:00:00,1189.69,75.33,TRADE
TAS1,2020/11/06 19:30:00,1202.32,113.83,TRADE
TAS1,2020/11/06 20:00:00,1207.75,63.84,TRADE
TAS1,2020/11/06 20:30:00,1186.21,61.08,TRADE
TAS1,2020/11/06 21:00:00,1131.24,53.51,TRADE
TAS1,2020/11/06 21:30:00,1090.73,111.61,TRADE
TAS1,2020/11/06 22:00:00,1054.01,47.43,TRADE
TAS1,2020/11/06 22:30:00,1059.38,50.01,TRADE
TAS1,2020/11/06 23:00:00,1007.54,49.80,TRADE
TAS1,2020/11/06 23:30:00,1014.79,50.34,TRADE
TAS1,2020/11/07 00:00:00,993.54,50.52,TRADE
TAS1,2020/11/07 00:30:00,965.72,49.80,TRADE
TAS1,2020/11/07 01:00:00,964.39,50.32,TRADE
TAS1,2020/11/07 01:30:00,972.7,53.15,TRADE
TAS1,2020/11/07 02:00:00,969.1,48.25,TRADE
TAS1,2020/11/07 02:30:00,976.26,43.98,TRADE
TAS1,2020/11/07 03:00:00,970.05,41.26,TRADE
TAS1,2020/11/07 03:30:00,978.11,43.71,TRADE
TAS1,2020/11/07 04:00:00,979.02,50.01,TRADE
TAS1,2020/11/07 04:30:00,984.31,50.21,TRADE
TAS1,2020/11/07 05:00:00,1010.55,50.38,TRADE
TAS1,2020/11/07 05:30:00,1065.37,51.83,TRADE
TAS1,2020/11/07 06:00:00,1088.53,52.65,TRADE
TAS1,2020/11/07 06:30:00,1099.15,50.89,TRADE
TAS1,2020/11/07 07:00:00,1122,51.42,TRADE
TAS1,2020/11/07 07:30:00,1110.92,50.67,TRADE
TAS1,2020/11/07 08:00:00,1124.09,50.32,TRADE
TAS1,2020/11/07 08:30:00,1119.76,50.96,TRADE
TAS1,2020/11/07 09:00:00,1102.67,50.50,TRADE
TAS1,2020/11/07 09:30:00,1082.85,50.32,TRADE
TAS1,2020/11/07 10:00:00,1076.4,51.30,TRADE
TAS1,2020/11/07 10:30:00,1054.41,53.68,TRADE
TAS1,2020/11/07 11:00:00,1025.74,50.32,TRADE
TAS1,2020/11/07 11:30:00,1001.66,50.43,TRADE
TAS1,2020/11/07 12:00:00,990.06,50.32,TRADE
TAS1,2020/11/07 12:30:00,1003.31,50.32,TRADE
TAS1,2020/11/07 13:00:00,980.99,50.39,TRADE
TAS1,2020/11/07 13:30:00,964.99,50.39,TRADE
TAS1,2020/11/07 14:00:00,957.16,50.35,TRADE
TAS1,2020/11/07 14:30:00,956.52,50.32,TRADE
TAS1,2020/11/07 15:00:00,969.57,50.57,TRADE
TAS1,2020/11/07 15:30:00,991.63,50.77,TRADE
TAS1,2020/11/07 16:00:00,1014.91,66.06,TRADE
TAS1,2020/11/07 16:30:00,1013.27,50.68,TRADE
TAS1,2020/11/07 17:00:00,1061.11,61.75,TRADE
TAS1,2020/11/07 17:30:00,1087.12,50.32,TRADE
TAS1,2020/11/07 18:00:00,1108.81,47.04,TRADE
TAS1,2020/11/07 18:30:00,1130.1,50.08,TRADE
TAS1,2020/11/07 19:00:00,1137.34,50.78,TRADE
TAS1,2020/11/07 19:30:00,1132.14,51.79,TRADE
TAS1,2020/11/07 20:00:00,1163.7,44.48,TRADE
TAS1,2020/11/07 20:30:00,1154.53,90.33,TRADE
TAS1,2020/11/07 21:00:00,1140.42,90.27,TRADE
TAS1,2020/11/07 21:30:00,1119.31,193.77,TRADE
TAS1,2020/11/07 22:00:00,1095.7,90.87,TRADE
TAS1,2020/11/07 22:30:00,1073.97,90.37,TRADE
TAS1,2020/11/07 23:00:00,1044.91,90.37,TRADE
TAS1,2020/11/07 23:30:00,1029.62,90.36,TRADE
TAS1,2020/11/08 00:00:00,1006.61,90.36,TRADE
TAS1,2020/11/08 00:30:00,1006.39,90.36,TRADE
TAS1,2020/11/08 01:00:00,1000.38,90.36,TRADE
TAS1,2020/11/08 01:30:00,958.23,83.39,TRADE
TAS1,2020/11/08 02:00:00,995.04,90.36,TRADE
TAS1,2020/11/08 02:30:00,1018.99,90.36,TRADE
TAS1,2020/11/08 03:00:00,1023.96,90.37,TRADE
TAS1,2020/11/08 03:30:00,1027.6,90.38,TRADE
TAS1,2020/11/08 04:00:00,1033.41,90.38,TRADE
TAS1,2020/11/08 04:30:00,1044.93,90.38,TRADE
TAS1,2020/11/08 05:00:00,1053.08,90.38,TRADE
TAS1,2020/11/08 05:30:00,1078.26,90.38,TRADE
TAS1,2020/11/08 06:00:00,1086.17,90.38,TRADE
TAS1,2020/11/08 06:30:00,1090.13,90.38,TRADE
TAS1,2020/11/08 07:00:00,1109.03,90.38,TRADE
TAS1,2020/11/08 07:30:00,1120.58,90.38,TRADE
TAS1,2020/11/08 08:00:00,1114.67,90.38,TRADE
TAS1,2020/11/08 08:30:00,1114.91,90.38,TRADE
TAS1,2020/11/08 09:00:00,1098.97,90.38,TRADE
TAS1,2020/11/08 09:30:00,1081.49,90.38,TRADE
TAS1,2020/11/08 10:00:00,1058.02,90.37,TRADE
TAS1,2020/11/08 10:30:00,1015.44,90.38,TRADE
TAS1,2020/11/08 11:00:00,986.8,90.37,TRADE
TAS1,2020/11/08 11:30:00,968.05,90.36,TRADE
TAS1,2020/11/08 12:00:00,951.4,71.20,TRADE
TAS1,2020/11/08 12:30:00,931.63,52.05,TRADE
TAS1,2020/11/08 13:00:00,927.75,51.48,TRADE
TAS1,2020/11/08 13:30:00,920.45,51.54,TRADE
TAS1,2020/11/08 14:00:00,926.17,50.34,TRADE
TAS1,2020/11/08 14:30:00,940.11,53.38,TRADE
TAS1,2020/11/08 15:00:00,945.94,52.05,TRADE
TAS1,2020/11/08 15:30:00,966.49,51.81,TRADE
TAS1,2020/11/08 16:00:00,997.53,71.20,TRADE
TAS1,2020/11/08 16:30:00,1038.26,53.42,TRADE
TAS1,2020/11/08 17:00:00,1071.5,87.46,TRADE
TAS1,2020/11/08 17:30:00,1104.88,90.37,TRADE
TAS1,2020/11/08 18:00:00,1149.1,63.15,TRADE
TAS1,2020/11/08 18:30:00,1160.46,71.09,TRADE
TAS1,2020/11/08 19:00:00,1155.26,71.03,TRADE
TAS1,2020/11/08 19:30:00,1166.68,67.45,TRADE
TAS1,2020/11/08 20:00:00,1159.65,67.04,TRADE
TAS1,2020/11/08 20:30:00,1157.44,52.87,TRADE
TAS1,2020/11/08 21:00:00,1114,90.38,TRADE
TAS1,2020/11/08 21:30:00,1077.73,90.38,TRADE
TAS1,2020/11/08 22:00:00,1038.91,90.38,TRADE
TAS1,2020/11/08 22:30:00,1017.68,90.37,TRADE
TAS1,2020/11/08 23:00:00,1003.62,84.99,TRADE
TAS1,2020/11/08 23:30:00,956.08,57.78,TRADE
TAS1,2020/11/09 00:00:00,928.95,50.89,TRADE
TAS1,2020/11/09 00:30:00,920.12,51.06,TRADE
TAS1,2020/11/09 01:00:00,910.3,50.62,TRADE
TAS1,2020/11/09 01:30:00,921.28,50.42,TRADE
TAS1,2020/11/09 02:00:00,930.24,58.19,TRADE
TAS1,2020/11/09 02:30:00,934.95,61.67,TRADE
TAS1,2020/11/09 03:00:00,929.6,54.43,TRADE
TAS1,2020/11/09 03:30:00,931.44,51.82,TRADE
TAS1,2020/11/09 04:00:00,944.72,50.70,TRADE
TAS1,2020/11/09 04:30:00,980.35,83.99,TRADE
TAS1,2020/11/09 05:00:00,997.65,84.30,TRADE
TAS1,2020/11/09 05:30:00,1049.13,85.85,TRADE
TAS1,2020/11/09 06:00:00,1092.26,39.77,TRADE
TAS1,2020/11/09 06:30:00,1140.98,81.25,TRADE
TAS1,2020/11/09 07:00:00,1159.15,69.43,TRADE
TAS1,2020/11/09 07:30:00,1128.05,78.88,TRADE
TAS1,2020/11/09 08:00:00,1091.42,90.38,TRADE
TAS1,2020/11/09 08:30:00,1057.13,71.22,TRADE
TAS1,2020/11/09 09:00:00,1019.09,91.96,TRADE
TAS1,2020/11/09 09:30:00,997.44,68.43,TRADE
TAS1,2020/11/09 10:00:00,980.1,50.34,TRADE
TAS1,2020/11/09 10:30:00,963.16,50.52,TRADE
TAS1,2020/11/09 11:00:00,963.91,50.34,TRADE
TAS1,2020/11/09 11:30:00,953.5,50.34,TRADE
TAS1,2020/11/09 12:00:00,942.49,50.34,TRADE
TAS1,2020/11/09 12:30:00,930.86,50.34,TRADE
TAS1,2020/11/09 13:00:00,913.58,51.72,TRADE
TAS1,2020/11/09 13:30:00,917.83,57.45,TRADE
TAS1,2020/11/09 14:00:00,924.59,64.44,TRADE
TAS1,2020/11/09 14:30:00,936.43,60.73,TRADE
TAS1,2020/11/09 15:00:00,947.66,50.25,TRADE
TAS1,2020/11/09 15:30:00,975,40.02,TRADE
TAS1,2020/11/09 16:00:00,1005,52.82,TRADE
TAS1,2020/11/09 16:30:00,1041.29,62.07,TRADE
TAS1,2020/11/09 17:00:00,1068.56,64.74,TRADE
TAS1,2020/11/09 17:30:00,1094.1,60.28,TRADE
TAS1,2020/11/09 18:00:00,1116.16,71.06,TRADE
TAS1,2020/11/09 18:30:00,1125.13,92.50,TRADE
TAS1,2020/11/09 19:00:00,1106.5,61.19,TRADE
TAS1,2020/11/09 19:30:00,1106.5,54.08,TRADE
TAS1,2020/11/09 20:00:00,1080.53,48.74,TRADE
TAS1,2020/11/09 20:30:00,1059,52.36,TRADE
TAS1,2020/11/09 21:00:00,1036.32,42.87,TRADE
TAS1,2020/11/09 21:30:00,1013.81,50.34,TRADE
TAS1,2020/11/09 22:00:00,993.31,50.34,TRADE
TAS1,2020/11/09 22:30:00,970.68,53.25,TRADE
TAS1,2020/11/09 23:00:00,948.88,50.34,TRADE
TAS1,2020/11/09 23:30:00,927.95,50.34,TRADE
TAS1,2020/11/10 00:00:00,915.57,50.92,TRADE
TAS1,2020/11/10 00:30:00,906.8,50.34,TRADE
TAS1,2020/11/10 01:00:00,903.58,49.96,TRADE
TAS1,2020/11/10 01:30:00,865.06,20.64,TRADE
TAS1,2020/11/10 02:00:00,908.59,49.81,TRADE
TAS1,2020/11/10 02:30:00,902.96,49.66,TRADE
TAS1,2020/11/10 03:00:00,900.32,50.34,TRADE
TAS1,2020/11/10 03:30:00,906.87,49.90,TRADE
TAS1,2020/11/10 04:00:00,928.64,50.34,TRADE
TAS1,2020/11/10 04:30:00,944.3,70.75,TRADE
