REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/11/10 05:00:00,976.4,50.34,TRADE
TAS1,2020/11/10 05:30:00,1024.08,50.38,TRADE
TAS1,2020/11/10 06:00:00,1080.48,69.76,TRADE
TAS1,2020/11/10 06:30:00,1119.22,79.13,TRADE
TAS1,2020/11/10 07:00:00,1147.27,55.46,TRADE
TAS1,2020/11/10 07:30:00,1129.88,55.66,TRADE
TAS1,2020/11/10 08:00:00,1083.94,84.11,TRADE
TAS1,2020/11/10 08:30:00,1039.41,92.03,TRADE
TAS1,2020/11/10 09:00:00,953.22,86.59,TRADE
TAS1,2020/11/10 09:30:00,936.53,65.93,TRADE
TAS1,2020/11/10 10:00:00,927.27,58.82,TRADE
TAS1,2020/11/10 10:30:00,939.88,58.27,TRADE
TAS1,2020/11/10 11:00:00,940.97,61.43,TRADE
TAS1,2020/11/10 11:30:00,921.76,75.12,TRADE
TAS1,2020/11/10 12:00:00,923,60.73,TRADE
TAS1,2020/11/10 12:30:00,932.42,61.41,TRADE
TAS1,2020/11/10 13:00:00,908.53,63.38,TRADE
TAS1,2020/11/10 13:30:00,900.58,52.43,TRADE
TAS1,2020/11/10 14:00:00,944.36,64.86,TRADE
TAS1,2020/11/10 14:30:00,969.91,63.39,TRADE
TAS1,2020/11/10 15:00:00,976.37,65.38,TRADE
TAS1,2020/11/10 15:30:00,995.09,57.47,TRADE
TAS1,2020/11/10 16:00:00,1027.44,55.03,TRADE
TAS1,2020/11/10 16:30:00,1075.63,53.70,TRADE
TAS1,2020/11/10 17:00:00,1108.88,65.27,TRADE
TAS1,2020/11/10 17:30:00,1135.24,58.46,TRADE
TAS1,2020/11/10 18:00:00,1143.86,59.07,TRADE
TAS1,2020/11/10 18:30:00,1127.05,57.95,TRADE
TAS1,2020/11/10 19:00:00,1129.06,72.48,TRADE
TAS1,2020/11/10 19:30:00,1105.06,56.76,TRADE
TAS1,2020/11/10 20:00:00,1089,55.75,TRADE
TAS1,2020/11/10 20:30:00,1067.3,46.92,TRADE
TAS1,2020/11/10 21:00:00,1028.93,49.60,TRADE
TAS1,2020/11/10 21:30:00,999.7,50.56,TRADE
TAS1,2020/11/10 22:00:00,968.1,45.55,TRADE
TAS1,2020/11/10 22:30:00,953.91,55.57,TRADE
TAS1,2020/11/10 23:00:00,927.19,54.21,TRADE
TAS1,2020/11/10 23:30:00,917.34,52.09,TRADE
TAS1,2020/11/11 00:00:00,900,50.27,TRADE
TAS1,2020/11/11 00:30:00,894.91,37.76,TRADE
TAS1,2020/11/11 01:00:00,888.2,26.33,TRADE
TAS1,2020/11/11 01:30:00,882.55,14.31,TRADE
TAS1,2020/11/11 02:00:00,885.5,32.72,TRADE
TAS1,2020/11/11 02:30:00,892.86,42.27,TRADE
TAS1,2020/11/11 03:00:00,897.98,43.57,TRADE
TAS1,2020/11/11 03:30:00,903.66,50.16,TRADE
TAS1,2020/11/11 04:00:00,908.2,49.80,TRADE
TAS1,2020/11/11 04:30:00,933.52,50.90,TRADE
TAS1,2020/11/11 05:00:00,946.16,50.88,TRADE
TAS1,2020/11/11 05:30:00,952.52,45.44,TRADE
TAS1,2020/11/11 06:00:00,991.49,64.64,TRADE
TAS1,2020/11/11 06:30:00,989.19,47.76,TRADE
TAS1,2020/11/11 07:00:00,987.01,38.85,TRADE
TAS1,2020/11/11 07:30:00,961.72,26.49,TRADE
TAS1,2020/11/11 08:00:00,956.41,49.46,TRADE
TAS1,2020/11/11 08:30:00,924.07,44.58,TRADE
TAS1,2020/11/11 09:00:00,890.06,50.34,TRADE
TAS1,2020/11/11 09:30:00,866.99,45.99,TRADE
TAS1,2020/11/11 10:00:00,855.16,41.61,TRADE
TAS1,2020/11/11 10:30:00,864.06,35.11,TRADE
TAS1,2020/11/11 11:00:00,857.73,48.38,TRADE
TAS1,2020/11/11 11:30:00,875.35,50.04,TRADE
TAS1,2020/11/11 12:00:00,905.5,47.99,TRADE
TAS1,2020/11/11 12:30:00,886.78,40.79,TRADE
TAS1,2020/11/11 13:00:00,955.21,46.67,TRADE
TAS1,2020/11/11 13:30:00,991.07,49.04,TRADE
TAS1,2020/11/11 14:00:00,992.7,62.08,TRADE
TAS1,2020/11/11 14:30:00,998.13,50.34,TRADE
TAS1,2020/11/11 15:00:00,1014.5,36.64,TRADE
TAS1,2020/11/11 15:30:00,1038.87,30.65,TRADE
TAS1,2020/11/11 16:00:00,1071.02,46.28,TRADE
TAS1,2020/11/11 16:30:00,1064.92,57.57,TRADE
TAS1,2020/11/11 17:00:00,1079.91,50.09,TRADE
TAS1,2020/11/11 17:30:00,1118.16,35.82,TRADE
TAS1,2020/11/11 18:00:00,1107.46,44.55,TRADE
TAS1,2020/11/11 18:30:00,1158.39,57.31,TRADE
TAS1,2020/11/11 19:00:00,1171.43,55.14,TRADE
TAS1,2020/11/11 19:30:00,1173.99,48.49,TRADE
TAS1,2020/11/11 20:00:00,1178.81,35.78,TRADE
TAS1,2020/11/11 20:30:00,1122.52,49.71,TRADE
TAS1,2020/11/11 21:00:00,1046.16,48.99,TRADE
TAS1,2020/11/11 21:30:00,1039.68,39.26,TRADE
TAS1,2020/11/11 22:00:00,993.35,45.18,TRADE
TAS1,2020/11/11 22:30:00,953.56,53.77,TRADE
TAS1,2020/11/11 23:00:00,921.87,47.02,TRADE
TAS1,2020/11/11 23:30:00,939.44,46.82,TRADE
TAS1,2020/11/12 00:00:00,918.07,43.50,TRADE
TAS1,2020/11/12 00:30:00,893.45,38.78,TRADE
TAS1,2020/11/12 01:00:00,863.01,-25.23,TRADE
TAS1,2020/11/12 01:30:00,849.5,-14.28,TRADE
TAS1,2020/11/12 02:00:00,858.53,-5.76,TRADE
TAS1,2020/11/12 02:30:00,859.6,-35.58,TRADE
TAS1,2020/11/12 03:00:00,870.26,-9.43,TRADE
TAS1,2020/11/12 03:30:00,859.62,-17.74,TRADE
TAS1,2020/11/12 04:00:00,866.14,-30.53,TRADE
TAS1,2020/11/12 04:30:00,906.86,0.56,TRADE
TAS1,2020/11/12 05:00:00,919.69,27.80,TRADE
TAS1,2020/11/12 05:30:00,936.94,48.27,TRADE
TAS1,2020/11/12 06:00:00,963.46,47.14,TRADE
TAS1,2020/11/12 06:30:00,1005.38,49.25,TRADE
TAS1,2020/11/12 07:00:00,1054.39,48.66,TRADE
TAS1,2020/11/12 07:30:00,1074.89,37.91,TRADE
TAS1,2020/11/12 08:00:00,1067.35,38.18,TRADE
TAS1,2020/11/12 08:30:00,1022.96,38.31,TRADE
TAS1,2020/11/12 09:00:00,959.89,34.42,TRADE
TAS1,2020/11/12 09:30:00,930.69,42.81,TRADE
TAS1,2020/11/12 10:00:00,947.95,41.53,TRADE
TAS1,2020/11/12 10:30:00,903.91,29.63,TRADE
TAS1,2020/11/12 11:00:00,908.25,10.29,TRADE
TAS1,2020/11/12 11:30:00,904.04,-12.16,TRADE
TAS1,2020/11/12 12:00:00,901.14,21.12,TRADE
TAS1,2020/11/12 12:30:00,919.99,8.23,TRADE
TAS1,2020/11/12 13:00:00,913.43,-14.73,TRADE
TAS1,2020/11/12 13:30:00,912.76,98.53,TRADE
TAS1,2020/11/12 14:00:00,987.89,2541.95,TRADE
TAS1,2020/11/12 14:30:00,929.22,26.20,TRADE
TAS1,2020/11/12 15:00:00,910.96,32.82,TRADE
TAS1,2020/11/12 15:30:00,926.28,34.67,TRADE
TAS1,2020/11/12 16:00:00,958.86,31.14,TRADE
TAS1,2020/11/12 16:30:00,979.01,21.66,TRADE
TAS1,2020/11/12 17:00:00,980.1,33.90,TRADE
TAS1,2020/11/12 17:30:00,1010.61,27.54,TRADE
TAS1,2020/11/12 18:00:00,1017,30.27,TRADE
TAS1,2020/11/12 18:30:00,1037.44,25.65,TRADE
TAS1,2020/11/12 19:00:00,1038.58,32.14,TRADE
TAS1,2020/11/12 19:30:00,1002.76,61.91,TRADE
TAS1,2020/11/12 20:00:00,1011.36,23.63,TRADE
TAS1,2020/11/12 20:30:00,998.17,40.33,TRADE
TAS1,2020/11/12 21:00:00,981.18,36.88,TRADE
TAS1,2020/11/12 21:30:00,965.89,31.85,TRADE
TAS1,2020/11/12 22:00:00,933.05,28.17,TRADE
TAS1,2020/11/12 22:30:00,910.53,24.46,TRADE
TAS1,2020/11/12 23:00:00,904.41,39.15,TRADE
TAS1,2020/11/12 23:30:00,881.55,47.74,TRADE
TAS1,2020/11/13 00:00:00,873.25,48.19,TRADE
TAS1,2020/11/13 00:30:00,874.04,43.68,TRADE
TAS1,2020/11/13 01:00:00,885.15,30.70,TRADE
TAS1,2020/11/13 01:30:00,888,14.18,TRADE
TAS1,2020/11/13 02:00:00,898.56,29.46,TRADE
TAS1,2020/11/13 02:30:00,879.35,13.60,TRADE
TAS1,2020/11/13 03:00:00,889.65,30.11,TRADE
TAS1,2020/11/13 03:30:00,899.8,8.34,TRADE
TAS1,2020/11/13 04:00:00,923.07,10.99,TRADE
TAS1,2020/11/13 04:30:00,936.58,20.16,TRADE
TAS1,2020/11/13 05:00:00,979.38,45.63,TRADE
TAS1,2020/11/13 05:30:00,1040.9,48.04,TRADE
TAS1,2020/11/13 06:00:00,1097.33,52.59,TRADE
TAS1,2020/11/13 06:30:00,1155.94,46.80,TRADE
TAS1,2020/11/13 07:00:00,1156.17,56.36,TRADE
TAS1,2020/11/13 07:30:00,1113.56,52.22,TRADE
TAS1,2020/11/13 08:00:00,1111.02,44.96,TRADE
TAS1,2020/11/13 08:30:00,1085.52,38.82,TRADE
TAS1,2020/11/13 09:00:00,1064.44,85.06,TRADE
TAS1,2020/11/13 09:30:00,1019.06,47.81,TRADE
TAS1,2020/11/13 10:00:00,998.71,38.55,TRADE
TAS1,2020/11/13 10:30:00,969.11,36.71,TRADE
TAS1,2020/11/13 11:00:00,962.64,38.72,TRADE
TAS1,2020/11/13 11:30:00,939.58,38.86,TRADE
TAS1,2020/11/13 12:00:00,977.7,131.33,TRADE
TAS1,2020/11/13 12:30:00,983.83,46.83,TRADE
TAS1,2020/11/13 13:00:00,990.42,44.71,TRADE
TAS1,2020/11/13 13:30:00,970.13,36.64,TRADE
TAS1,2020/11/13 14:00:00,943.96,29.56,TRADE
TAS1,2020/11/13 14:30:00,953,45.98,TRADE
TAS1,2020/11/13 15:00:00,968.78,57.67,TRADE
TAS1,2020/11/13 15:30:00,984.97,60.76,TRADE
TAS1,2020/11/13 16:00:00,973.77,40.95,TRADE
TAS1,2020/11/13 16:30:00,991.69,35.10,TRADE
TAS1,2020/11/13 17:00:00,1006,46.80,TRADE
TAS1,2020/11/13 17:30:00,1017.86,46.42,TRADE
TAS1,2020/11/13 18:00:00,1038.05,53.42,TRADE
TAS1,2020/11/13 18:30:00,1029.87,58.55,TRADE
TAS1,2020/11/13 19:00:00,1064.32,60.05,TRADE
TAS1,2020/11/13 19:30:00,1038.09,61.87,TRADE
TAS1,2020/11/13 20:00:00,1031.57,58.87,TRADE
TAS1,2020/11/13 20:30:00,1011.68,55.68,TRADE
TAS1,2020/11/13 21:00:00,996.55,54.66,TRADE
TAS1,2020/11/13 21:30:00,977.79,58.69,TRADE
TAS1,2020/11/13 22:00:00,966.49,52.13,TRADE
TAS1,2020/11/13 22:30:00,967.88,53.27,TRADE
TAS1,2020/11/13 23:00:00,975.25,47.51,TRADE
TAS1,2020/11/13 23:30:00,959.14,57.11,TRADE
TAS1,2020/11/14 00:00:00,960.54,57.94,TRADE
TAS1,2020/11/14 00:30:00,971.94,50.38,TRADE
TAS1,2020/11/14 01:00:00,983.91,62.43,TRADE
TAS1,2020/11/14 01:30:00,989.84,63.36,TRADE
TAS1,2020/11/14 02:00:00,970.63,175.09,TRADE
TAS1,2020/11/14 02:30:00,956.04,54.11,TRADE
TAS1,2020/11/14 03:00:00,970.15,50.85,TRADE
TAS1,2020/11/14 03:30:00,989.4,55.91,TRADE
TAS1,2020/11/14 04:00:00,971.46,54.47,TRADE
TAS1,2020/11/14 04:30:00,997.92,50.10,TRADE
TAS1,2020/11/14 05:00:00,997.04,57.69,TRADE
TAS1,2020/11/14 05:30:00,957.91,61.34,TRADE
TAS1,2020/11/14 06:00:00,973.18,54.47,TRADE
TAS1,2020/11/14 06:30:00,966.94,39.33,TRADE
TAS1,2020/11/14 07:00:00,992.41,35.01,TRADE
TAS1,2020/11/14 07:30:00,1003.69,94.99,TRADE
TAS1,2020/11/14 08:00:00,972.85,38.95,TRADE
TAS1,2020/11/14 08:30:00,974.83,44.09,TRADE
TAS1,2020/11/14 09:00:00,983.05,50.10,TRADE
TAS1,2020/11/14 09:30:00,979.7,47.15,TRADE
TAS1,2020/11/14 10:00:00,976.38,49.06,TRADE
TAS1,2020/11/14 10:30:00,982.37,58.32,TRADE
TAS1,2020/11/14 11:00:00,968.23,80.45,TRADE
TAS1,2020/11/14 11:30:00,950.07,57.62,TRADE
TAS1,2020/11/14 12:00:00,922.81,50.10,TRADE
TAS1,2020/11/14 12:30:00,914.31,54.17,TRADE
TAS1,2020/11/14 13:00:00,924.89,87.64,TRADE
TAS1,2020/11/14 13:30:00,924.47,39.20,TRADE
TAS1,2020/11/14 14:00:00,926.38,33.99,TRADE
TAS1,2020/11/14 14:30:00,929.44,33.74,TRADE
TAS1,2020/11/14 15:00:00,947.46,49.26,TRADE
TAS1,2020/11/14 15:30:00,1011.96,50.15,TRADE
TAS1,2020/11/14 16:00:00,1027.19,50.10,TRADE
TAS1,2020/11/14 16:30:00,1046.41,50.10,TRADE
TAS1,2020/11/14 17:00:00,1082.11,57.42,TRADE
TAS1,2020/11/14 17:30:00,1109.5,52.69,TRADE
TAS1,2020/11/14 18:00:00,1146.5,53.66,TRADE
TAS1,2020/11/14 18:30:00,1161.96,44.76,TRADE
TAS1,2020/11/14 19:00:00,1157.43,43.89,TRADE
TAS1,2020/11/14 19:30:00,1182.06,37.32,TRADE
TAS1,2020/11/14 20:00:00,1192.28,42.57,TRADE
TAS1,2020/11/14 20:30:00,1179.92,51.87,TRADE
TAS1,2020/11/14 21:00:00,1156.27,60.31,TRADE
TAS1,2020/11/14 21:30:00,1152.76,50.01,TRADE
TAS1,2020/11/14 22:00:00,1116.75,46.57,TRADE
TAS1,2020/11/14 22:30:00,1080.74,41.46,TRADE
TAS1,2020/11/14 23:00:00,1071.66,41.86,TRADE
TAS1,2020/11/14 23:30:00,1041.96,45.71,TRADE
TAS1,2020/11/15 00:00:00,1028.78,52.35,TRADE
TAS1,2020/11/15 00:30:00,1021.53,60.81,TRADE
TAS1,2020/11/15 01:00:00,1014.24,95.38,TRADE
TAS1,2020/11/15 01:30:00,1020.79,85.37,TRADE
TAS1,2020/11/15 02:00:00,1015.93,65.36,TRADE
TAS1,2020/11/15 02:30:00,1016.62,95.37,TRADE
TAS1,2020/11/15 03:00:00,1002.36,95.36,TRADE
TAS1,2020/11/15 03:30:00,999.87,80.36,TRADE
TAS1,2020/11/15 04:00:00,1010.16,90.36,TRADE
TAS1,2020/11/15 04:30:00,1008.08,95.32,TRADE
TAS1,2020/11/15 05:00:00,1011.46,95.32,TRADE
TAS1,2020/11/15 05:30:00,1020.88,95.33,TRADE
TAS1,2020/11/15 06:00:00,1028.08,95.32,TRADE
TAS1,2020/11/15 06:30:00,1052.04,95.32,TRADE
TAS1,2020/11/15 07:00:00,1085.38,95.33,TRADE
TAS1,2020/11/15 07:30:00,1087.11,95.34,TRADE
TAS1,2020/11/15 08:00:00,1098.44,95.34,TRADE
TAS1,2020/11/15 08:30:00,1095.56,95.34,TRADE
TAS1,2020/11/15 09:00:00,1110.16,95.34,TRADE
TAS1,2020/11/15 09:30:00,1083.36,95.34,TRADE
TAS1,2020/11/15 10:00:00,1069.76,95.34,TRADE
TAS1,2020/11/15 10:30:00,1061.01,95.34,TRADE
TAS1,2020/11/15 11:00:00,1039.81,95.32,TRADE
TAS1,2020/11/15 11:30:00,1053.09,95.34,TRADE
TAS1,2020/11/15 12:00:00,1034.31,95.34,TRADE
TAS1,2020/11/15 12:30:00,1010.31,95.34,TRADE
TAS1,2020/11/15 13:00:00,995.85,95.34,TRADE
TAS1,2020/11/15 13:30:00,1013.71,95.34,TRADE
TAS1,2020/11/15 14:00:00,999.4,95.34,TRADE
TAS1,2020/11/15 14:30:00,1008.33,95.32,TRADE
TAS1,2020/11/15 15:00:00,996.73,95.32,TRADE
TAS1,2020/11/15 15:30:00,981.48,94.20,TRADE
TAS1,2020/11/15 16:00:00,1005.97,59.28,TRADE
TAS1,2020/11/15 16:30:00,1053.82,54.31,TRADE
TAS1,2020/11/15 17:00:00,1093.78,36.74,TRADE
TAS1,2020/11/15 17:30:00,1108.28,45.84,TRADE
TAS1,2020/11/15 18:00:00,1131.49,50.69,TRADE
TAS1,2020/11/15 18:30:00,1132.91,61.58,TRADE
TAS1,2020/11/15 19:00:00,1130.94,25.43,TRADE
TAS1,2020/11/15 19:30:00,1159.55,42.42,TRADE
TAS1,2020/11/15 20:00:00,1148.99,44,TRADE
TAS1,2020/11/15 20:30:00,1100.34,50.40,TRADE
TAS1,2020/11/15 21:00:00,1052.58,115.56,TRADE
TAS1,2020/11/15 21:30:00,1000.97,50.22,TRADE
TAS1,2020/11/15 22:00:00,979.01,46.96,TRADE
TAS1,2020/11/15 22:30:00,957.68,49.84,TRADE
TAS1,2020/11/15 23:00:00,954.61,50.34,TRADE
TAS1,2020/11/15 23:30:00,943.42,50.34,TRADE
TAS1,2020/11/16 00:00:00,908.89,50.34,TRADE
TAS1,2020/11/16 00:30:00,921.56,50.34,TRADE
TAS1,2020/11/16 01:00:00,930.94,50.34,TRADE
TAS1,2020/11/16 01:30:00,920.25,50.34,TRADE
TAS1,2020/11/16 02:00:00,917.69,50.34,TRADE
TAS1,2020/11/16 02:30:00,919.63,53.65,TRADE
TAS1,2020/11/16 03:00:00,939.29,67.91,TRADE
TAS1,2020/11/16 03:30:00,979.29,87.84,TRADE
TAS1,2020/11/16 04:00:00,1013.75,95.66,TRADE
TAS1,2020/11/16 04:30:00,1028.47,95.32,TRADE
TAS1,2020/11/16 05:00:00,1057.19,95.32,TRADE
TAS1,2020/11/16 05:30:00,1116.67,146.28,TRADE
TAS1,2020/11/16 06:00:00,1161.34,196.75,TRADE
TAS1,2020/11/16 06:30:00,1207.3,293.85,TRADE
TAS1,2020/11/16 07:00:00,1133.12,65.38,TRADE
TAS1,2020/11/16 07:30:00,1109.07,62.86,TRADE
TAS1,2020/11/16 08:00:00,1096.48,54.73,TRADE
TAS1,2020/11/16 08:30:00,1092.89,49.93,TRADE
TAS1,2020/11/16 09:00:00,1069.39,50.34,TRADE
TAS1,2020/11/16 09:30:00,1037.57,53.48,TRADE
TAS1,2020/11/16 10:00:00,1006.61,51.06,TRADE
TAS1,2020/11/16 10:30:00,990,31.70,TRADE
TAS1,2020/11/16 11:00:00,1040.93,50.34,TRADE
TAS1,2020/11/16 11:30:00,976.66,40.21,TRADE
TAS1,2020/11/16 12:00:00,976.26,4.33,TRADE
TAS1,2020/11/16 12:30:00,984.48,8.04,TRADE
TAS1,2020/11/16 13:00:00,973.36,5.79,TRADE
TAS1,2020/11/16 13:30:00,983.4,-29.36,TRADE
TAS1,2020/11/16 14:00:00,992.08,50.34,TRADE
TAS1,2020/11/16 14:30:00,990.1,52.58,TRADE
TAS1,2020/11/16 15:00:00,1002.37,52.14,TRADE
TAS1,2020/11/16 15:30:00,1004.42,86.02,TRADE
TAS1,2020/11/16 16:00:00,1016.48,45.16,TRADE
TAS1,2020/11/16 16:30:00,1058.89,30,TRADE
TAS1,2020/11/16 17:00:00,1094.97,10.24,TRADE
TAS1,2020/11/16 17:30:00,1085.79,1.21,TRADE
TAS1,2020/11/16 18:00:00,1100.31,18.46,TRADE
TAS1,2020/11/16 18:30:00,1096.43,46.41,TRADE
TAS1,2020/11/16 19:00:00,1110.84,46.81,TRADE
TAS1,2020/11/16 19:30:00,1113.72,69.45,TRADE
TAS1,2020/11/16 20:00:00,1120.39,76.97,TRADE
TAS1,2020/11/16 20:30:00,1112.44,85.30,TRADE
TAS1,2020/11/16 21:00:00,1074.35,42.07,TRADE
TAS1,2020/11/16 21:30:00,1051.38,39.62,TRADE
TAS1,2020/11/16 22:00:00,1018.94,35.67,TRADE
TAS1,2020/11/16 22:30:00,1013.28,56.31,TRADE
TAS1,2020/11/16 23:00:00,983.05,39.81,TRADE
TAS1,2020/11/16 23:30:00,982.83,45.23,TRADE
TAS1,2020/11/17 00:00:00,967.92,48.38,TRADE
TAS1,2020/11/17 00:30:00,950.58,44.24,TRADE
TAS1,2020/11/17 01:00:00,919.21,45.14,TRADE
TAS1,2020/11/17 01:30:00,918.22,37.07,TRADE
TAS1,2020/11/17 02:00:00,923.93,36.29,TRADE
TAS1,2020/11/17 02:30:00,938.2,35.94,TRADE
TAS1,2020/11/17 03:00:00,932.62,33.43,TRADE
TAS1,2020/11/17 03:30:00,929.85,34.89,TRADE
TAS1,2020/11/17 04:00:00,943.77,38.41,TRADE
TAS1,2020/11/17 04:30:00,975.71,39.92,TRADE
TAS1,2020/11/17 05:00:00,989.65,45.43,TRADE
TAS1,2020/11/17 05:30:00,1058.14,26.40,TRADE
TAS1,2020/11/17 06:00:00,1109.44,34.64,TRADE
TAS1,2020/11/17 06:30:00,1167.96,38.01,TRADE
TAS1,2020/11/17 07:00:00,1191.95,39.25,TRADE
TAS1,2020/11/17 07:30:00,1148.07,29.21,TRADE
TAS1,2020/11/17 08:00:00,1081.18,41.77,TRADE
TAS1,2020/11/17 08:30:00,1140.34,44.81,TRADE
TAS1,2020/11/17 09:00:00,1111.69,47.99,TRADE
TAS1,2020/11/17 09:30:00,1077.2,53.77,TRADE
TAS1,2020/11/17 10:00:00,1071.5,53.04,TRADE
TAS1,2020/11/17 10:30:00,1072.81,53.10,TRADE
TAS1,2020/11/17 11:00:00,1054.4,53.04,TRADE
TAS1,2020/11/17 11:30:00,1027.75,53.04,TRADE
TAS1,2020/11/17 12:00:00,1013.23,53.04,TRADE
TAS1,2020/11/17 12:30:00,1025.07,133.28,TRADE
TAS1,2020/11/17 13:00:00,1009.53,53.04,TRADE
TAS1,2020/11/17 13:30:00,1007.93,53.04,TRADE
TAS1,2020/11/17 14:00:00,996.62,51.14,TRADE
TAS1,2020/11/17 14:30:00,1015.47,54.57,TRADE
TAS1,2020/11/17 15:00:00,1039.68,58.13,TRADE
TAS1,2020/11/17 15:30:00,1051.25,49.47,TRADE
TAS1,2020/11/17 16:00:00,1089.84,42.54,TRADE
TAS1,2020/11/17 16:30:00,1097.78,46.75,TRADE
TAS1,2020/11/17 17:00:00,1131.39,82.15,TRADE
TAS1,2020/11/17 17:30:00,1167.1,49.04,TRADE
TAS1,2020/11/17 18:00:00,1196.59,55.23,TRADE
TAS1,2020/11/17 18:30:00,1217.54,10.06,TRADE
TAS1,2020/11/17 19:00:00,1208.07,14.64,TRADE
TAS1,2020/11/17 19:30:00,1207.66,12.97,TRADE
TAS1,2020/11/17 20:00:00,1205.05,48.07,TRADE
TAS1,2020/11/17 20:30:00,1193.53,45.98,TRADE
TAS1,2020/11/17 21:00:00,1162.12,65.58,TRADE
TAS1,2020/11/17 21:30:00,1115.41,48.98,TRADE
TAS1,2020/11/17 22:00:00,1075.89,40.89,TRADE
TAS1,2020/11/17 22:30:00,1067.75,71.87,TRADE
TAS1,2020/11/17 23:00:00,1047.16,48.95,TRADE
TAS1,2020/11/17 23:30:00,1036.63,58.08,TRADE
TAS1,2020/11/18 00:00:00,1021.01,54.50,TRADE
TAS1,2020/11/18 00:30:00,1001.01,51.91,TRADE
TAS1,2020/11/18 01:00:00,999.96,53.91,TRADE
TAS1,2020/11/18 01:30:00,993.16,48.54,TRADE
TAS1,2020/11/18 02:00:00,982.08,65.33,TRADE
TAS1,2020/11/18 02:30:00,987.22,58.75,TRADE
TAS1,2020/11/18 03:00:00,988.11,57.29,TRADE
TAS1,2020/11/18 03:30:00,992.43,59.16,TRADE
TAS1,2020/11/18 04:00:00,1001.64,57.96,TRADE
TAS1,2020/11/18 04:30:00,1025.08,55.47,TRADE
TAS1,2020/11/18 05:00:00,1055.03,47.79,TRADE
TAS1,2020/11/18 05:30:00,1106.11,60.57,TRADE
TAS1,2020/11/18 06:00:00,1172.97,54.68,TRADE
TAS1,2020/11/18 06:30:00,1236.68,52.99,TRADE
TAS1,2020/11/18 07:00:00,1249.94,49.79,TRADE
TAS1,2020/11/18 07:30:00,1176.85,52.64,TRADE
TAS1,2020/11/18 08:00:00,1118.01,54.10,TRADE
TAS1,2020/11/18 08:30:00,1087.23,53.10,TRADE
TAS1,2020/11/18 09:00:00,1058.58,53.04,TRADE
TAS1,2020/11/18 09:30:00,1049.1,53.04,TRADE
TAS1,2020/11/18 10:00:00,1016.5,53.04,TRADE
TAS1,2020/11/18 10:30:00,1002.95,53.20,TRADE
TAS1,2020/11/18 11:00:00,992.97,53.04,TRADE
TAS1,2020/11/18 11:30:00,999.49,56.20,TRADE
TAS1,2020/11/18 12:00:00,993.92,54.12,TRADE
TAS1,2020/11/18 12:30:00,983.62,50.90,TRADE
TAS1,2020/11/18 13:00:00,970.58,39.37,TRADE
TAS1,2020/11/18 13:30:00,1007.56,36.36,TRADE
TAS1,2020/11/18 14:00:00,1023.52,36.88,TRADE
TAS1,2020/11/18 14:30:00,1019.99,36.16,TRADE
TAS1,2020/11/18 15:00:00,1054.2,51.82,TRADE
TAS1,2020/11/18 15:30:00,1059,69.34,TRADE
TAS1,2020/11/18 16:00:00,1116.3,61.03,TRADE
TAS1,2020/11/18 16:30:00,1167.73,51.94,TRADE
TAS1,2020/11/18 17:00:00,1187.85,12.94,TRADE
TAS1,2020/11/18 17:30:00,1199.1,12.94,TRADE
TAS1,2020/11/18 18:00:00,1177.47,12.94,TRADE
TAS1,2020/11/18 18:30:00,1151.41,12.94,TRADE
TAS1,2020/11/18 19:00:00,1141.88,12.94,TRADE
TAS1,2020/11/18 19:30:00,1129.06,12.94,TRADE
TAS1,2020/11/18 20:00:00,1117.23,13.96,TRADE
TAS1,2020/11/18 20:30:00,1099.34,55.34,TRADE
TAS1,2020/11/18 21:00:00,1078.17,54.92,TRADE
TAS1,2020/11/18 21:30:00,1064.51,61.35,TRADE
TAS1,2020/11/18 22:00:00,1043.41,91.93,TRADE
TAS1,2020/11/18 22:30:00,1010.93,66.35,TRADE
TAS1,2020/11/18 23:00:00,999.99,53.20,TRADE
TAS1,2020/11/18 23:30:00,979.97,53.04,TRADE
TAS1,2020/11/19 00:00:00,932.02,127.68,TRADE
TAS1,2020/11/19 00:30:00,914.73,50.83,TRADE
TAS1,2020/11/19 01:00:00,916.76,48.15,TRADE
TAS1,2020/11/19 01:30:00,918.43,53.04,TRADE
TAS1,2020/11/19 02:00:00,908.42,52.34,TRADE
TAS1,2020/11/19 02:30:00,898.86,50.97,TRADE
TAS1,2020/11/19 03:00:00,906.83,53.04,TRADE
TAS1,2020/11/19 03:30:00,905.48,53.04,TRADE
TAS1,2020/11/19 04:00:00,898.28,53.04,TRADE
TAS1,2020/11/19 04:30:00,915.87,39.40,TRADE
TAS1,2020/11/19 05:00:00,942.01,44.68,TRADE
TAS1,2020/11/19 05:30:00,979.64,45.35,TRADE
TAS1,2020/11/19 06:00:00,1045.22,54.96,TRADE
TAS1,2020/11/19 06:30:00,1100.35,51.75,TRADE
TAS1,2020/11/19 07:00:00,1096.28,51.75,TRADE
TAS1,2020/11/19 07:30:00,1083.61,51.75,TRADE
TAS1,2020/11/19 08:00:00,1051.16,51.75,TRADE
TAS1,2020/11/19 08:30:00,1034.81,51.75,TRADE
TAS1,2020/11/19 09:00:00,1023.13,59.47,TRADE
TAS1,2020/11/19 09:30:00,1023.61,95.29,TRADE
TAS1,2020/11/19 10:00:00,1000.83,95.28,TRADE
