REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/12/26 03:30:00,952.69,45.03,TRADE
TAS1,2020/12/26 04:00:00,955.94,44.69,TRADE
TAS1,2020/12/26 04:30:00,970.35,45.09,TRADE
TAS1,2020/12/26 05:00:00,982.03,44.38,TRADE
TAS1,2020/12/26 05:30:00,985.87,44.38,TRADE
TAS1,2020/12/26 06:00:00,980.19,44.38,TRADE
TAS1,2020/12/26 06:30:00,981.39,44.38,TRADE
TAS1,2020/12/26 07:00:00,995.04,44.38,TRADE
TAS1,2020/12/26 07:30:00,1006.55,44.38,TRADE
TAS1,2020/12/26 08:00:00,1009.87,44.38,TRADE
TAS1,2020/12/26 08:30:00,1013.95,44.38,TRADE
TAS1,2020/12/26 09:00:00,1010.63,44.38,TRADE
TAS1,2020/12/26 09:30:00,1015.61,44.39,TRADE
TAS1,2020/12/26 10:00:00,1007.04,44.38,TRADE
TAS1,2020/12/26 10:30:00,1011.76,44.38,TRADE
TAS1,2020/12/26 11:00:00,988.89,44.38,TRADE
TAS1,2020/12/26 11:30:00,965.59,43.43,TRADE
TAS1,2020/12/26 12:00:00,944.79,42.99,TRADE
TAS1,2020/12/26 12:30:00,935.8,44.38,TRADE
TAS1,2020/12/26 13:00:00,933.21,43.52,TRADE
TAS1,2020/12/26 13:30:00,933.29,43.71,TRADE
TAS1,2020/12/26 14:00:00,946.27,44.38,TRADE
TAS1,2020/12/26 14:30:00,954.65,44.38,TRADE
TAS1,2020/12/26 15:00:00,968.62,44.38,TRADE
TAS1,2020/12/26 15:30:00,978.19,44.38,TRADE
TAS1,2020/12/26 16:00:00,979.79,43.71,TRADE
TAS1,2020/12/26 16:30:00,988.82,44.44,TRADE
TAS1,2020/12/26 17:00:00,1029.37,42.48,TRADE
TAS1,2020/12/26 17:30:00,1051.48,41.77,TRADE
TAS1,2020/12/26 18:00:00,1071.4,46.90,TRADE
TAS1,2020/12/26 18:30:00,1064.08,48.30,TRADE
TAS1,2020/12/26 19:00:00,1081.78,51.35,TRADE
TAS1,2020/12/26 19:30:00,1083.3,54.68,TRADE
TAS1,2020/12/26 20:00:00,1073.56,50,TRADE
TAS1,2020/12/26 20:30:00,1069.18,47.37,TRADE
TAS1,2020/12/26 21:00:00,1044.85,47.45,TRADE
TAS1,2020/12/26 21:30:00,1030.76,44.49,TRADE
TAS1,2020/12/26 22:00:00,1023.06,39.37,TRADE
TAS1,2020/12/26 22:30:00,986.63,41.71,TRADE
TAS1,2020/12/26 23:00:00,989.65,35.52,TRADE
TAS1,2020/12/26 23:30:00,967.81,39.43,TRADE
TAS1,2020/12/27 00:00:00,955.33,40.19,TRADE
TAS1,2020/12/27 00:30:00,937.05,34.65,TRADE
TAS1,2020/12/27 01:00:00,914.03,45.07,TRADE
TAS1,2020/12/27 01:30:00,922.35,41.07,TRADE
TAS1,2020/12/27 02:00:00,909,28.90,TRADE
TAS1,2020/12/27 02:30:00,907.18,7.59,TRADE
TAS1,2020/12/27 03:00:00,910.21,5.67,TRADE
TAS1,2020/12/27 03:30:00,906.23,4.22,TRADE
TAS1,2020/12/27 04:00:00,902.01,-20.68,TRADE
TAS1,2020/12/27 04:30:00,889.46,-11.63,TRADE
TAS1,2020/12/27 05:00:00,895.06,-36.98,TRADE
TAS1,2020/12/27 05:30:00,913.72,-34.53,TRADE
TAS1,2020/12/27 06:00:00,905.07,-42.42,TRADE
TAS1,2020/12/27 06:30:00,927.01,-13.67,TRADE
TAS1,2020/12/27 07:00:00,945.65,-11.79,TRADE
TAS1,2020/12/27 07:30:00,969.66,-9.07,TRADE
TAS1,2020/12/27 08:00:00,1009.94,2.82,TRADE
TAS1,2020/12/27 08:30:00,1030.27,47.26,TRADE
TAS1,2020/12/27 09:00:00,1011.77,47.07,TRADE
TAS1,2020/12/27 09:30:00,1045.69,118.61,TRADE
TAS1,2020/12/27 10:00:00,1069.27,103.09,TRADE
TAS1,2020/12/27 10:30:00,1026.33,44.36,TRADE
TAS1,2020/12/27 11:00:00,1027.25,42.48,TRADE
TAS1,2020/12/27 11:30:00,1030.58,44.36,TRADE
TAS1,2020/12/27 12:00:00,1047.11,44.36,TRADE
TAS1,2020/12/27 12:30:00,1068.23,53.36,TRADE
TAS1,2020/12/27 13:00:00,1059.71,63.79,TRADE
TAS1,2020/12/27 13:30:00,1038.75,44.36,TRADE
TAS1,2020/12/27 14:00:00,1079.2,55.87,TRADE
TAS1,2020/12/27 14:30:00,1082.69,53.75,TRADE
TAS1,2020/12/27 15:00:00,1023.92,44.36,TRADE
TAS1,2020/12/27 15:30:00,989.56,20.45,TRADE
TAS1,2020/12/27 16:00:00,1000.98,3.62,TRADE
TAS1,2020/12/27 16:30:00,1018.65,27.90,TRADE
TAS1,2020/12/27 17:00:00,1055.32,44.36,TRADE
TAS1,2020/12/27 17:30:00,1074.89,35.95,TRADE
TAS1,2020/12/27 18:00:00,1108.91,43.99,TRADE
TAS1,2020/12/27 18:30:00,1125.76,43.99,TRADE
TAS1,2020/12/27 19:00:00,1083.29,40.89,TRADE
TAS1,2020/12/27 19:30:00,1064.15,42.43,TRADE
TAS1,2020/12/27 20:00:00,1066.97,43.08,TRADE
TAS1,2020/12/27 20:30:00,1077.56,44.36,TRADE
TAS1,2020/12/27 21:00:00,1056.05,41.98,TRADE
TAS1,2020/12/27 21:30:00,1037.46,35.74,TRADE
TAS1,2020/12/27 22:00:00,1007.27,14.03,TRADE
TAS1,2020/12/27 22:30:00,995.15,18.36,TRADE
TAS1,2020/12/27 23:00:00,990.18,32.14,TRADE
TAS1,2020/12/27 23:30:00,971.15,33.11,TRADE
TAS1,2020/12/28 00:00:00,953.56,40.67,TRADE
TAS1,2020/12/28 00:30:00,946.18,31.12,TRADE
TAS1,2020/12/28 01:00:00,924.83,16.58,TRADE
TAS1,2020/12/28 01:30:00,958.98,49.68,TRADE
TAS1,2020/12/28 02:00:00,943.69,49.68,TRADE
TAS1,2020/12/28 02:30:00,943.64,39.97,TRADE
TAS1,2020/12/28 03:00:00,955.29,39.74,TRADE
TAS1,2020/12/28 03:30:00,954.52,27.21,TRADE
TAS1,2020/12/28 04:00:00,964.55,36.80,TRADE
TAS1,2020/12/28 04:30:00,965.74,40.70,TRADE
TAS1,2020/12/28 05:00:00,987.65,49.58,TRADE
TAS1,2020/12/28 05:30:00,1012.26,44.36,TRADE
TAS1,2020/12/28 06:00:00,1020.23,44.36,TRADE
TAS1,2020/12/28 06:30:00,1007.81,44.36,TRADE
TAS1,2020/12/28 07:00:00,965.66,44.36,TRADE
TAS1,2020/12/28 07:30:00,1077.15,68.82,TRADE
TAS1,2020/12/28 08:00:00,1066.2,64.24,TRADE
TAS1,2020/12/28 08:30:00,1044.45,47.37,TRADE
TAS1,2020/12/28 09:00:00,1025.89,48.36,TRADE
TAS1,2020/12/28 09:30:00,1012.39,48.32,TRADE
TAS1,2020/12/28 10:00:00,1004.97,48.28,TRADE
TAS1,2020/12/28 10:30:00,992.86,46.08,TRADE
TAS1,2020/12/28 11:00:00,970.23,46.68,TRADE
TAS1,2020/12/28 11:30:00,963.51,53.55,TRADE
TAS1,2020/12/28 12:00:00,958.58,44.36,TRADE
TAS1,2020/12/28 12:30:00,944.84,44.36,TRADE
TAS1,2020/12/28 13:00:00,947.77,48.77,TRADE
TAS1,2020/12/28 13:30:00,950.71,44.36,TRADE
TAS1,2020/12/28 14:00:00,954.09,45.97,TRADE
TAS1,2020/12/28 14:30:00,968.11,59.63,TRADE
TAS1,2020/12/28 15:00:00,981.21,44.36,TRADE
TAS1,2020/12/28 15:30:00,993.56,44.36,TRADE
TAS1,2020/12/28 16:00:00,988.61,44.36,TRADE
TAS1,2020/12/28 16:30:00,977.46,45.91,TRADE
TAS1,2020/12/28 17:00:00,1006.32,46.09,TRADE
TAS1,2020/12/28 17:30:00,1044.96,44.36,TRADE
TAS1,2020/12/28 18:00:00,1057.14,44.36,TRADE
TAS1,2020/12/28 18:30:00,1057.13,38.62,TRADE
TAS1,2020/12/28 19:00:00,1081.69,44.75,TRADE
TAS1,2020/12/28 19:30:00,1073.3,44.36,TRADE
TAS1,2020/12/28 20:00:00,1087.44,44.36,TRADE
TAS1,2020/12/28 20:30:00,1092.55,44.36,TRADE
TAS1,2020/12/28 21:00:00,1078.34,44.36,TRADE
TAS1,2020/12/28 21:30:00,1071.31,44.48,TRADE
TAS1,2020/12/28 22:00:00,1071.99,44.76,TRADE
TAS1,2020/12/28 22:30:00,1055.36,45.05,TRADE
TAS1,2020/12/28 23:00:00,1041.91,43.98,TRADE
TAS1,2020/12/28 23:30:00,1023.83,44.36,TRADE
TAS1,2020/12/29 00:00:00,993.5,43.80,TRADE
TAS1,2020/12/29 00:30:00,992.85,43.71,TRADE
TAS1,2020/12/29 01:00:00,987.73,44.36,TRADE
TAS1,2020/12/29 01:30:00,990.92,44.39,TRADE
TAS1,2020/12/29 02:00:00,984.92,43.75,TRADE
TAS1,2020/12/29 02:30:00,982.05,42.44,TRADE
TAS1,2020/12/29 03:00:00,985.42,41.48,TRADE
TAS1,2020/12/29 03:30:00,994.09,42.74,TRADE
TAS1,2020/12/29 04:00:00,998.22,42.74,TRADE
TAS1,2020/12/29 04:30:00,1000.78,43.09,TRADE
TAS1,2020/12/29 05:00:00,1008.3,44.21,TRADE
TAS1,2020/12/29 05:30:00,1022.21,44.48,TRADE
TAS1,2020/12/29 06:00:00,1022.98,44.75,TRADE
TAS1,2020/12/29 06:30:00,1049.14,44.34,TRADE
TAS1,2020/12/29 07:00:00,1060.92,42.35,TRADE
TAS1,2020/12/29 07:30:00,1047.2,38.76,TRADE
TAS1,2020/12/29 08:00:00,1076.6,44.01,TRADE
TAS1,2020/12/29 08:30:00,1059.12,44.34,TRADE
TAS1,2020/12/29 09:00:00,1072.06,44.67,TRADE
TAS1,2020/12/29 09:30:00,1078.64,45.28,TRADE
TAS1,2020/12/29 10:00:00,1075.11,45.34,TRADE
TAS1,2020/12/29 10:30:00,1101.19,61.65,TRADE
TAS1,2020/12/29 11:00:00,1088.23,44.34,TRADE
TAS1,2020/12/29 11:30:00,1059.82,44.91,TRADE
TAS1,2020/12/29 12:00:00,1041.25,44.49,TRADE
TAS1,2020/12/29 12:30:00,1017.59,31.83,TRADE
TAS1,2020/12/29 13:00:00,1000.99,50.18,TRADE
TAS1,2020/12/29 13:30:00,1009.05,44.34,TRADE
TAS1,2020/12/29 14:00:00,1026.04,44.34,TRADE
TAS1,2020/12/29 14:30:00,1009.49,44.34,TRADE
TAS1,2020/12/29 15:00:00,1028.81,44.34,TRADE
TAS1,2020/12/29 15:30:00,1046.02,44.34,TRADE
TAS1,2020/12/29 16:00:00,1073.25,44.34,TRADE
TAS1,2020/12/29 16:30:00,1062.19,42.75,TRADE
TAS1,2020/12/29 17:00:00,1106.57,44.81,TRADE
TAS1,2020/12/29 17:30:00,1121.64,44.59,TRADE
TAS1,2020/12/29 18:00:00,1139.4,44.34,TRADE
TAS1,2020/12/29 18:30:00,1136.66,44.34,TRADE
TAS1,2020/12/29 19:00:00,1138.56,44.34,TRADE
TAS1,2020/12/29 19:30:00,1149.93,44.34,TRADE
TAS1,2020/12/29 20:00:00,1150.11,44.34,TRADE
TAS1,2020/12/29 20:30:00,1147.64,45.11,TRADE
TAS1,2020/12/29 21:00:00,1138.23,44.34,TRADE
TAS1,2020/12/29 21:30:00,1117.63,44.34,TRADE
TAS1,2020/12/29 22:00:00,1114.36,43.97,TRADE
TAS1,2020/12/29 22:30:00,1088.36,44.87,TRADE
TAS1,2020/12/29 23:00:00,1056.32,44.04,TRADE
TAS1,2020/12/29 23:30:00,1026.55,44.34,TRADE
TAS1,2020/12/30 00:00:00,1014.85,44.56,TRADE
TAS1,2020/12/30 00:30:00,1005.43,44.34,TRADE
TAS1,2020/12/30 01:00:00,994.14,44.52,TRADE
TAS1,2020/12/30 01:30:00,989.63,44.50,TRADE
TAS1,2020/12/30 02:00:00,996.81,44.34,TRADE
TAS1,2020/12/30 02:30:00,1000.47,44.34,TRADE
TAS1,2020/12/30 03:00:00,1003.72,44.34,TRADE
TAS1,2020/12/30 03:30:00,1002.87,44.34,TRADE
TAS1,2020/12/30 04:00:00,1002.2,44.34,TRADE
TAS1,2020/12/30 04:30:00,1014.09,44.34,TRADE
TAS1,2020/12/30 05:00:00,1031.59,44.40,TRADE
TAS1,2020/12/30 05:30:00,1052.68,44.81,TRADE
TAS1,2020/12/30 06:00:00,1073.49,44.34,TRADE
TAS1,2020/12/30 06:30:00,1080.12,44.39,TRADE
TAS1,2020/12/30 07:00:00,1086.06,45.45,TRADE
TAS1,2020/12/30 07:30:00,1089.83,45.30,TRADE
TAS1,2020/12/30 08:00:00,1083.96,45.33,TRADE
TAS1,2020/12/30 08:30:00,1071.21,50.36,TRADE
TAS1,2020/12/30 09:00:00,1075.48,50.36,TRADE
TAS1,2020/12/30 09:30:00,1038.65,49.01,TRADE
TAS1,2020/12/30 10:00:00,995.73,46.24,TRADE
TAS1,2020/12/30 10:30:00,993.4,44.34,TRADE
TAS1,2020/12/30 11:00:00,987.33,50.36,TRADE
TAS1,2020/12/30 11:30:00,992.42,50.36,TRADE
TAS1,2020/12/30 12:00:00,971.03,50.36,TRADE
TAS1,2020/12/30 12:30:00,970.23,50.36,TRADE
TAS1,2020/12/30 13:00:00,960.88,50.36,TRADE
TAS1,2020/12/30 13:30:00,965.22,50.36,TRADE
TAS1,2020/12/30 14:00:00,991.3,50.36,TRADE
TAS1,2020/12/30 14:30:00,1006.15,118.96,TRADE
TAS1,2020/12/30 15:00:00,1013.73,139.97,TRADE
TAS1,2020/12/30 15:30:00,1026.38,50.38,TRADE
TAS1,2020/12/30 16:00:00,1054.67,65.24,TRADE
TAS1,2020/12/30 16:30:00,1079.76,50.38,TRADE
TAS1,2020/12/30 17:00:00,1104.15,50.36,TRADE
TAS1,2020/12/30 17:30:00,1115.99,45.54,TRADE
TAS1,2020/12/30 18:00:00,1120.67,46.47,TRADE
TAS1,2020/12/30 18:30:00,1118.29,48.04,TRADE
TAS1,2020/12/30 19:00:00,1125.86,50.47,TRADE
TAS1,2020/12/30 19:30:00,1117.92,49.93,TRADE
TAS1,2020/12/30 20:00:00,1111.28,50.36,TRADE
TAS1,2020/12/30 20:30:00,1112.71,48.90,TRADE
TAS1,2020/12/30 21:00:00,1104.89,45.83,TRADE
TAS1,2020/12/30 21:30:00,1098.47,46.73,TRADE
TAS1,2020/12/30 22:00:00,1074.25,50.36,TRADE
TAS1,2020/12/30 22:30:00,1044.22,50.36,TRADE
TAS1,2020/12/30 23:00:00,1022.83,46.54,TRADE
TAS1,2020/12/30 23:30:00,998.32,46.04,TRADE
TAS1,2020/12/31 00:00:00,977.57,45.64,TRADE
TAS1,2020/12/31 00:30:00,974.14,44.92,TRADE
TAS1,2020/12/31 01:00:00,973.23,44.34,TRADE
TAS1,2020/12/31 01:30:00,967.11,49.64,TRADE
TAS1,2020/12/31 02:00:00,961.58,48.99,TRADE
TAS1,2020/12/31 02:30:00,975.32,113.34,TRADE
TAS1,2020/12/31 03:00:00,994.22,50.36,TRADE
TAS1,2020/12/31 03:30:00,1003.41,50.36,TRADE
TAS1,2020/12/31 04:00:00,1009.81,50.36,TRADE
TAS1,2020/12/31 04:30:00,1019.11,79.38,TRADE
TAS1,2020/12/31 05:00:00,1033.11,79.38,TRADE
TAS1,2020/12/31 05:30:00,1050.14,79.38,TRADE
TAS1,2020/12/31 06:00:00,1040.84,66.26,TRADE
TAS1,2020/12/31 06:30:00,1063.32,72.15,TRADE
TAS1,2020/12/31 07:00:00,1095.03,42.02,TRADE
TAS1,2020/12/31 07:30:00,1105.34,50.26,TRADE
TAS1,2020/12/31 08:00:00,1128.91,79.36,TRADE
TAS1,2020/12/31 08:30:00,1143.11,79.36,TRADE
TAS1,2020/12/31 09:00:00,1125.72,79.38,TRADE
TAS1,2020/12/31 09:30:00,1106.7,79.37,TRADE
TAS1,2020/12/31 10:00:00,1108.51,79.38,TRADE
TAS1,2020/12/31 10:30:00,1112.78,79.37,TRADE
TAS1,2020/12/31 11:00:00,1101.73,71.86,TRADE
TAS1,2020/12/31 11:30:00,1092.52,79.38,TRADE
TAS1,2020/12/31 12:00:00,1076.94,79.38,TRADE
TAS1,2020/12/31 12:30:00,1073.79,79.38,TRADE
TAS1,2020/12/31 13:00:00,1070.41,79.37,TRADE
TAS1,2020/12/31 13:30:00,1081.21,71.86,TRADE
TAS1,2020/12/31 14:00:00,1081.55,79.36,TRADE
TAS1,2020/12/31 14:30:00,1076.88,42.39,TRADE
TAS1,2020/12/31 15:00:00,1089.87,35.18,TRADE
TAS1,2020/12/31 15:30:00,1106.83,40.88,TRADE
TAS1,2020/12/31 16:00:00,1129.28,57.94,TRADE
TAS1,2020/12/31 16:30:00,1136.49,72.22,TRADE
TAS1,2020/12/31 17:00:00,1164.9,44.36,TRADE
TAS1,2020/12/31 17:30:00,1167.01,53.42,TRADE
TAS1,2020/12/31 18:00:00,1159.51,35.80,TRADE
TAS1,2020/12/31 18:30:00,1148.63,35.43,TRADE
TAS1,2020/12/31 19:00:00,1131.18,37.74,TRADE
TAS1,2020/12/31 19:30:00,1120.83,79.36,TRADE
TAS1,2020/12/31 20:00:00,1123.79,79.37,TRADE
TAS1,2020/12/31 20:30:00,1100.93,79.38,TRADE
TAS1,2020/12/31 21:00:00,1088.24,79.38,TRADE
TAS1,2020/12/31 21:30:00,1088.82,79.38,TRADE
TAS1,2020/12/31 22:00:00,1076.86,79.38,TRADE
TAS1,2020/12/31 22:30:00,1055.81,79.36,TRADE
TAS1,2020/12/31 23:00:00,1031.52,79.36,TRADE
TAS1,2020/12/31 23:30:00,1007.59,74.60,TRADE
TAS1,2021/01/01 00:00:00,988.45,46.38,TRADE
